regra,BWp_w_Hz,BWi_w_Hz,kp_w,ki_w
antiga (fs/8/8/8),490.8738521234052,61.35923151542565,129.0584788775649,44233.620440245235
nova (tau_mech),149.2392515635582,1.4923925156355822,35.213743291849546,327.0911557584804
